id,jurisdiction,jurisdiction_code,country,regulation_name,authority,product_category,voc_limit_g_per_L,unit,effective_date,last_amended,source_url,scope,healthcare_context,zero_voc_threshold_g_per_L,low_voc_threshold_g_per_L,classification
378,Colorado,US-CO,United States,Colorado Regulation No. 7 — Consumer Products,Colorado CDPHE,Glass Cleaner,5.0,g/L as applied,2021-01-01,2024-01-01,,Consumer and institutional products,"High-frequency use on interior glass partitions, patient room windows, and nurse station barriers. Low-VOC critical in ICU/NICU environments.",5.0,50.0,Ultra-Low VOC
379,Colorado,US-CO,United States,Colorado Regulation No. 7 — Consumer Products,Colorado CDPHE,Bathroom and Tile Cleaner,6.0,g/L as applied,2021-01-01,2024-01-01,,Consumer and institutional products,"Daily use in patient, staff, and public washrooms. Healthcare facilities require products effective against nosocomial pathogens while meeting VOC limits.",5.0,50.0,Low VOC
380,Colorado,US-CO,United States,Colorado Regulation No. 7 — Consumer Products,Colorado CDPHE,Toilet/Urinal Care Product,4.0,g/L as applied,2021-01-01,2024-01-01,,Consumer and institutional products,Daily maintenance in all facility washrooms. Acid-based products must also meet corrosion standards for plumbing in healthcare settings.,5.0,50.0,Ultra-Low VOC
381,Colorado,US-CO,United States,Colorado Regulation No. 7 — Consumer Products,Colorado CDPHE,Floor Wax Stripper,0.0,g/L as applied,2021-01-01,2024-01-01,,Consumer and institutional products,Periodic use (semi-annual to annual) in corridors and common areas. Zero-VOC formulations preferred due to off-gassing during application.,5.0,50.0,Zero VOC
382,Colorado,US-CO,United States,Colorado Regulation No. 7 — Consumer Products,Colorado CDPHE,Floor Finish / Polish,4.0,g/L as applied,2021-01-01,2024-01-01,,Consumer and institutional products,Applied after stripping. Must cure to a slip-resistant finish meeting ASTM D2047 (coefficient of friction >= 0.5) in healthcare corridors.,5.0,50.0,Ultra-Low VOC
383,Colorado,US-CO,United States,Colorado Regulation No. 7 — Consumer Products,Colorado CDPHE,Carpet Cleaner (Extraction),4.0,g/L as applied,2021-01-01,2024-01-01,,Consumer and institutional products,"Used in administrative areas, waiting rooms, and some long-term care patient rooms. Hot water extraction preferred for allergen removal.",5.0,50.0,Ultra-Low VOC
384,Colorado,US-CO,United States,Colorado Regulation No. 7 — Consumer Products,Colorado CDPHE,Carpet Cleaner (Encapsulation),6.0,g/L as applied,2021-01-01,2024-01-01,,Consumer and institutional products,Low-moisture alternative for areas that cannot tolerate extended drying times. Lower VOC profile than extraction chemistry.,5.0,50.0,Low VOC
385,Colorado,US-CO,United States,Colorado Regulation No. 7 — Consumer Products,Colorado CDPHE,Disinfectant (Spray),38.0,g/L as applied,2021-01-01,2024-01-01,,Consumer and institutional products,"Critical for surface disinfection in patient care areas. Must be effective against C. difficile, MRSA, and VRE while meeting VOC thresholds.",5.0,50.0,Low VOC
386,Colorado,US-CO,United States,Colorado Regulation No. 7 — Consumer Products,Colorado CDPHE,Disinfectant (Concentrate),9.0,g/L as applied,2021-01-01,2024-01-01,,Consumer and institutional products,Diluted on-site for mop-and-bucket or autoscrubber use. Lower VOC per application than spray disinfectants due to dilution.,5.0,50.0,Low VOC
387,Colorado,US-CO,United States,Colorado Regulation No. 7 — Consumer Products,Colorado CDPHE,Sanitizer (Food Contact),12.0,g/L as applied,2021-01-01,2024-01-01,,Consumer and institutional products,Required in healthcare dietary departments. Must meet Health Canada or EPA requirements for no-rinse food contact surface sanitization.,5.0,50.0,Low VOC
388,Colorado,US-CO,United States,Colorado Regulation No. 7 — Consumer Products,Colorado CDPHE,Air Freshener (Spray),17.0,g/L as applied,2021-01-01,2024-01-01,,Consumer and institutional products,Discouraged in clinical areas due to patient sensitivity. May be used in administrative or public-facing non-clinical spaces only.,5.0,50.0,Low VOC
389,Colorado,US-CO,United States,Colorado Regulation No. 7 — Consumer Products,Colorado CDPHE,Air Freshener (Liquid/Wick),4.0,g/L as applied,2021-01-01,2024-01-01,,Consumer and institutional products,Lower emission rate than sprays. Some healthcare facilities prohibit all air fresheners in clinical zones per IPAC guidelines.,5.0,50.0,Ultra-Low VOC
390,Colorado,US-CO,United States,Colorado Regulation No. 7 — Consumer Products,Colorado CDPHE,Metal Polish/Cleanser,18.0,g/L as applied,2021-01-01,2024-01-01,,Consumer and institutional products,"Used on stainless steel fixtures, handrails, elevator doors. Healthcare-grade products should be non-abrasive and low-odour.",5.0,50.0,Low VOC
391,Colorado,US-CO,United States,Colorado Regulation No. 7 — Consumer Products,Colorado CDPHE,Furniture Maintenance Product,9.0,g/L as applied,2021-01-01,2024-01-01,,Consumer and institutional products,"Used on waiting room, office, and common area furniture. Avoid silicone-based products on healthcare seating (interferes with infection control).",5.0,50.0,Low VOC
392,Colorado,US-CO,United States,Colorado Regulation No. 7 — Consumer Products,Colorado CDPHE,Oven/Grill Cleaner,4.0,g/L as applied,2021-01-01,2024-01-01,,Consumer and institutional products,Dietary department use only. Must be used with ventilation due to alkaline off-gassing. Low-VOC formulations reduce ventilation requirements.,5.0,50.0,Ultra-Low VOC
393,Colorado,US-CO,United States,Colorado Regulation No. 7 — Consumer Products,Colorado CDPHE,Laundry Detergent (Institutional),4.0,g/L as applied,2021-01-01,2024-01-01,,Consumer and institutional products,High-volume use in healthcare laundry. Must be compatible with thermal disinfection cycles (71°C / 160°F for 25 minutes).,5.0,50.0,Ultra-Low VOC
394,Colorado,US-CO,United States,Colorado Regulation No. 7 — Consumer Products,Colorado CDPHE,Fabric Softener (Institutional),3.0,g/L as applied,2021-01-01,2024-01-01,,Consumer and institutional products,Used selectively — many healthcare laundry programs skip softener to maintain antimicrobial textile treatments.,5.0,50.0,Ultra-Low VOC
395,Colorado,US-CO,United States,Colorado Regulation No. 7 — Consumer Products,Colorado CDPHE,Spot Remover,12.0,g/L as applied,2021-01-01,2024-01-01,,Consumer and institutional products,Used on carpeted areas and upholstered furniture. Must not leave residues that interfere with subsequent disinfection.,5.0,50.0,Low VOC
396,Colorado,US-CO,United States,Colorado Regulation No. 7 — Consumer Products,Colorado CDPHE,Dust Suppressant,0.0,g/L as applied,2021-01-01,2024-01-01,,Consumer and institutional products,Used in construction/renovation zones adjacent to active patient care. ICRA (Infection Control Risk Assessment) protocols apply.,5.0,50.0,Zero VOC
397,Colorado,US-CO,United States,Colorado Regulation No. 7 — Consumer Products,Colorado CDPHE,Adhesive Remover,25.0,g/L as applied,2021-01-01,2024-01-01,,Consumer and institutional products,Used for label/tape residue removal from equipment and surfaces. Low-VOC formulations required for use near patient care areas.,5.0,50.0,Low VOC
398,Colorado,US-CO,United States,Colorado Regulation No. 7 — Consumer Products,Colorado CDPHE,Graffiti Remover,35.0,g/L as applied,2021-01-01,2024-01-01,,Consumer and institutional products,"Occasional use in emergency departments, psychiatric units, and exterior surfaces. High-VOC products require ventilation controls.",5.0,50.0,Low VOC
399,Colorado,US-CO,United States,Colorado Regulation No. 7 — Consumer Products,Colorado CDPHE,Heavy-Duty Hand Cleaner,6.0,g/L as applied,2021-01-01,2024-01-01,,Consumer and institutional products,Used by maintenance and dietary staff. Must be gentle enough for repeated use (healthcare workers wash hands 40-100 times per shift).,5.0,50.0,Low VOC
400,Colorado,US-CO,United States,Colorado Regulation No. 7 — Consumer Products,Colorado CDPHE,Stainless Steel Cleaner,6.0,g/L as applied,2021-01-01,2024-01-01,,Consumer and institutional products,"Daily use on elevators, counters, fixtures. Healthcare facilities prefer non-aerosol formulations to reduce VOC emissions.",5.0,50.0,Low VOC
401,Illinois,US-IL,United States,Illinois 35 IAC Part 223 — Consumer Products,Illinois EPA,General Purpose Cleaner,7.0,g/L as applied,2006-01-01,2020-01-01,,Consumer and institutional products,"Primary workhorse for patient room turnover and common area maintenance. IPAC protocols require low-residue, low-VOC formulations.",5.0,50.0,Low VOC
402,Illinois,US-IL,United States,Illinois 35 IAC Part 223 — Consumer Products,Illinois EPA,General Purpose Degreaser,40.0,g/L as applied,2006-01-01,2020-01-01,,Consumer and institutional products,"Used in healthcare kitchen and dietary services, mechanical rooms, and loading docks. Must meet OSHA PEL for enclosed-space use.",5.0,50.0,Low VOC
403,Illinois,US-IL,United States,Illinois 35 IAC Part 223 — Consumer Products,Illinois EPA,Glass Cleaner,7.0,g/L as applied,2006-01-01,2020-01-01,,Consumer and institutional products,"High-frequency use on interior glass partitions, patient room windows, and nurse station barriers. Low-VOC critical in ICU/NICU environments.",5.0,50.0,Low VOC
404,Illinois,US-IL,United States,Illinois 35 IAC Part 223 — Consumer Products,Illinois EPA,Bathroom and Tile Cleaner,7.0,g/L as applied,2006-01-01,2020-01-01,,Consumer and institutional products,"Daily use in patient, staff, and public washrooms. Healthcare facilities require products effective against nosocomial pathogens while meeting VOC limits.",5.0,50.0,Low VOC
405,Illinois,US-IL,United States,Illinois 35 IAC Part 223 — Consumer Products,Illinois EPA,Toilet/Urinal Care Product,5.0,g/L as applied,2006-01-01,2020-01-01,,Consumer and institutional products,Daily maintenance in all facility washrooms. Acid-based products must also meet corrosion standards for plumbing in healthcare settings.,5.0,50.0,Ultra-Low VOC
406,Illinois,US-IL,United States,Illinois 35 IAC Part 223 — Consumer Products,Illinois EPA,Floor Wax Stripper,0.0,g/L as applied,2006-01-01,2020-01-01,,Consumer and institutional products,Periodic use (semi-annual to annual) in corridors and common areas. Zero-VOC formulations preferred due to off-gassing during application.,5.0,50.0,Zero VOC
407,Illinois,US-IL,United States,Illinois 35 IAC Part 223 — Consumer Products,Illinois EPA,Floor Finish / Polish,5.0,g/L as applied,2006-01-01,2020-01-01,,Consumer and institutional products,Applied after stripping. Must cure to a slip-resistant finish meeting ASTM D2047 (coefficient of friction >= 0.5) in healthcare corridors.,5.0,50.0,Ultra-Low VOC
408,Illinois,US-IL,United States,Illinois 35 IAC Part 223 — Consumer Products,Illinois EPA,Carpet Cleaner (Extraction),5.0,g/L as applied,2006-01-01,2020-01-01,,Consumer and institutional products,"Used in administrative areas, waiting rooms, and some long-term care patient rooms. Hot water extraction preferred for allergen removal.",5.0,50.0,Ultra-Low VOC
409,Illinois,US-IL,United States,Illinois 35 IAC Part 223 — Consumer Products,Illinois EPA,Carpet Cleaner (Encapsulation),7.0,g/L as applied,2006-01-01,2020-01-01,,Consumer and institutional products,Low-moisture alternative for areas that cannot tolerate extended drying times. Lower VOC profile than extraction chemistry.,5.0,50.0,Low VOC
410,Illinois,US-IL,United States,Illinois 35 IAC Part 223 — Consumer Products,Illinois EPA,Disinfectant (Spray),45.0,g/L as applied,2006-01-01,2020-01-01,,Consumer and institutional products,"Critical for surface disinfection in patient care areas. Must be effective against C. difficile, MRSA, and VRE while meeting VOC thresholds.",5.0,50.0,Low VOC
411,Illinois,US-IL,United States,Illinois 35 IAC Part 223 — Consumer Products,Illinois EPA,Disinfectant (Concentrate),10.0,g/L as applied,2006-01-01,2020-01-01,,Consumer and institutional products,Diluted on-site for mop-and-bucket or autoscrubber use. Lower VOC per application than spray disinfectants due to dilution.,5.0,50.0,Low VOC
412,Illinois,US-IL,United States,Illinois 35 IAC Part 223 — Consumer Products,Illinois EPA,Sanitizer (Food Contact),15.0,g/L as applied,2006-01-01,2020-01-01,,Consumer and institutional products,Required in healthcare dietary departments. Must meet Health Canada or EPA requirements for no-rinse food contact surface sanitization.,5.0,50.0,Low VOC
413,Illinois,US-IL,United States,Illinois 35 IAC Part 223 — Consumer Products,Illinois EPA,Air Freshener (Spray),20.0,g/L as applied,2006-01-01,2020-01-01,,Consumer and institutional products,Discouraged in clinical areas due to patient sensitivity. May be used in administrative or public-facing non-clinical spaces only.,5.0,50.0,Low VOC
