id,product_id,product_name,manufacturer,product_category,voc_content_g_per_L,effective_voc_diluted_g_per_L,dilution_ratio,coverage_sqft_per_L,price_per_litre_cad,certifications,healthcare_approved,recommended_facility_types,compliant_jurisdiction_count,total_jurisdictions_checked,compliant_jurisdictions,non_compliant_jurisdictions,din_npn,sds_available,voc_classification,ipac_compatible,green_seal_eligible
1779,PROD-426779AB,Core Products Co. InoxBright LV,Core Products Co.,Stainless Steel Cleaner,4.0,4.0,RTU (Ready-to-Use),389,13.02,Green Seal GS-37; UL ECOLOGO; LEED v4 Compliant,Yes,Diagnostic Imaging Centre; Psychiatric Facility; Acute Care Hospital; Emergency Department; Community Health Centre; Outpatient Surgery Centre; Rehabilitation Centre; Medical Office Building; Long-Term Care Home,26,26,CA-BC; CA-FED; CA-ON; CA-QC; US-CA; US-CO; US-CT; US-DC; US-DE; US-FED; US-IA; US-IL; US-IN; US-MA; US-MD; US-ME; US-MI; US-NH; US-NJ; US-NY; US-OH; US-PA; US-RI; US-UT; US-VA; US-WA,,,No,Ultra-Low VOC,Yes,Yes
1780,PROD-73E4CC12,3M Commercial Solutions PathShield Concentrate Select,3M Commercial Solutions,Disinfectant (Concentrate),14.1,0.05,1:256,751,16.77,UL ECOLOGO,No,,1,26,US-FED,CA-BC; CA-FED; CA-ON; CA-QC; US-CA; US-CO; US-CT; US-DC; US-DE; US-IA; US-IL; US-IN; US-MA; US-MD; US-ME; US-MI; US-NH; US-NJ; US-NY; US-OH; US-PA; US-RI; US-UT; US-VA; US-WA,DIN 02230441,Yes,Low VOC,Conditional,No
1781,PROD-EC69176D,3M Commercial Solutions BioDefend Dilutable Plus,3M Commercial Solutions,Disinfectant (Concentrate),7.3,0.03,1:256,667,37.39,Green Seal GS-37; EPA Safer Choice; LEED v4 Compliant,Yes,Community Health Centre; Medical Office Building; Acute Care Hospital; Psychiatric Facility; Long-Term Care Home; Diagnostic Imaging Centre; Dental Clinic; Emergency Department,26,26,CA-BC; CA-FED; CA-ON; CA-QC; US-CA; US-CO; US-CT; US-DC; US-DE; US-FED; US-IA; US-IL; US-IN; US-MA; US-MD; US-ME; US-MI; US-NH; US-NJ; US-NY; US-OH; US-PA; US-RI; US-UT; US-VA; US-WA,,DIN 02214819,Yes,Low VOC,Yes,Yes
1782,PROD-069C2E9F,Carroll Company BaseCoat Remover LV,Carroll Company,Floor Wax Stripper,2.4,0.14,1:16,178,17.58,UL GREENGUARD Gold; LEED v4 Compliant,Yes,Psychiatric Facility; Diagnostic Imaging Centre; Community Health Centre; Medical Office Building; Long-Term Care Home; Acute Care Hospital,0,26,,CA-BC; CA-FED; CA-ON; CA-QC; US-CA; US-CO; US-CT; US-DC; US-DE; US-FED; US-IA; US-IL; US-IN; US-MA; US-MD; US-ME; US-MI; US-NH; US-NJ; US-NY; US-OH; US-PA; US-RI; US-UT; US-VA; US-WA,,Yes,Ultra-Low VOC,Yes,No
1783,PROD-3B0ACE32,Diversey Holdings HyperOx Concentrate Select,Diversey Holdings,Disinfectant (Concentrate),12.3,0.1,1:128,226,23.96,None,No,,1,26,US-FED,CA-BC; CA-FED; CA-ON; CA-QC; US-CA; US-CO; US-CT; US-DC; US-DE; US-IA; US-IL; US-IN; US-MA; US-MD; US-ME; US-MI; US-NH; US-NJ; US-NY; US-OH; US-PA; US-RI; US-UT; US-VA; US-WA,DIN 02213017,Yes,Low VOC,Conditional,No
1784,PROD-B5422B0F,Hillyard Inc. AlloyClean Ultra,Hillyard Inc.,Metal Polish/Cleanser,8.1,8.1,RTU (Ready-to-Use),131,14.36,UL ECOLOGO; LEED v4 Compliant,Yes,Acute Care Hospital; Medical Office Building; Diagnostic Imaging Centre; Emergency Department; Rehabilitation Centre,26,26,CA-BC; CA-FED; CA-ON; CA-QC; US-CA; US-CO; US-CT; US-DC; US-DE; US-FED; US-IA; US-IL; US-IN; US-MA; US-MD; US-ME; US-MI; US-NH; US-NJ; US-NY; US-OH; US-PA; US-RI; US-UT; US-VA; US-WA,,,Yes,Low VOC,Yes,No
1785,PROD-6E3F9A26,Clean Control Corporation TextileClean Pro Pro,Clean Control Corporation,Carpet Cleaner (Extraction),5.8,0.34,1:16,234,27.74,EPA Safer Choice; LEED v4 Compliant,Yes,Acute Care Hospital; Medical Office Building; Rehabilitation Centre; Long-Term Care Home; Emergency Department,1,26,US-FED,CA-BC; CA-FED; CA-ON; CA-QC; US-CA; US-CO; US-CT; US-DC; US-DE; US-IA; US-IL; US-IN; US-MA; US-MD; US-ME; US-MI; US-NH; US-NJ; US-NY; US-OH; US-PA; US-RI; US-UT; US-VA; US-WA,,Yes,Low VOC,Yes,No
1786,PROD-62DDDDD4,Clorox Professional FoodSafe Sanitizer 200,Clorox Professional,Sanitizer (Food Contact),11.6,0.05,1:256,301,9.37,UL ECOLOGO; EPA Safer Choice,No,,22,26,CA-QC; US-CO; US-CT; US-DC; US-DE; US-FED; US-IA; US-IL; US-IN; US-MA; US-MD; US-ME; US-MI; US-NH; US-NJ; US-NY; US-OH; US-PA; US-RI; US-UT; US-VA; US-WA,CA-BC; CA-FED; CA-ON; US-CA,DIN 02214053,Yes,Low VOC,Conditional,No
1787,PROD-74BB02DF,National Chemical Laboratories ClearGuard Neutral 1000,National Chemical Laboratories,General Purpose Cleaner,5.4,0.08,1:64,377,8.12,EPA Safer Choice; LEED v4 Compliant,Yes,Community Health Centre; Long-Term Care Home; Emergency Department; Diagnostic Imaging Centre; Outpatient Surgery Centre; Psychiatric Facility; Dental Clinic; Rehabilitation Centre; Acute Care Hospital,17,26,US-CT; US-DC; US-DE; US-FED; US-IA; US-IL; US-IN; US-MA; US-MD; US-ME; US-NH; US-NJ; US-NY; US-OH; US-PA; US-RI; US-VA,CA-BC; CA-FED; CA-ON; CA-QC; US-CA; US-CO; US-MI; US-UT; US-WA,,Yes,Low VOC,Yes,No
1788,PROD-B2FC73D4,Pioneer Eclipse OdorNeutral Liquid EC,Pioneer Eclipse,Air Freshener (Liquid/Wick),3.3,3.3,RTU (Ready-to-Use),1946,10.23,EPA Safer Choice; UL GREENGUARD Gold; LEED v4 Compliant,Yes,Rehabilitation Centre; Community Health Centre; Acute Care Hospital; Outpatient Surgery Centre; Psychiatric Facility; Medical Office Building; Diagnostic Imaging Centre; Emergency Department; Dental Clinic; Long-Term Care Home,22,26,CA-QC; US-CO; US-CT; US-DC; US-DE; US-FED; US-IA; US-IL; US-IN; US-MA; US-MD; US-ME; US-MI; US-NH; US-NJ; US-NY; US-OH; US-PA; US-RI; US-UT; US-VA; US-WA,CA-BC; CA-FED; CA-ON; US-CA,,Yes,Ultra-Low VOC,Yes,No
1789,PROD-44429489,Procter & Gamble Professional FabriSoft HC 700,Procter & Gamble Professional,Fabric Softener (Institutional),2.4,0.01,1:200,,6.5,Green Seal GS-37; EPA Safer Choice; UL GREENGUARD Gold; LEED v4 Compliant,Yes,Medical Office Building; Diagnostic Imaging Centre; Acute Care Hospital; Long-Term Care Home; Rehabilitation Centre; Outpatient Surgery Centre; Psychiatric Facility,22,26,CA-QC; US-CO; US-CT; US-DC; US-DE; US-FED; US-IA; US-IL; US-IN; US-MA; US-MD; US-ME; US-MI; US-NH; US-NJ; US-NY; US-OH; US-PA; US-RI; US-UT; US-VA; US-WA,CA-BC; CA-FED; CA-ON; US-CA,,Yes,Ultra-Low VOC,Yes,Yes
1790,PROD-AA1E1F9A,Nyco Products EnzyClean HD Ultra,Nyco Products,General Purpose Degreaser,54.6,3.21,1:16,104,10.03,None,No,,0,26,,CA-BC; CA-FED; CA-ON; CA-QC; US-CA; US-CO; US-CT; US-DC; US-DE; US-FED; US-IA; US-IL; US-IN; US-MA; US-MD; US-ME; US-MI; US-NH; US-NJ; US-NY; US-OH; US-PA; US-RI; US-UT; US-VA; US-WA,,Yes,Standard,No,No
1791,PROD-F25559D7,Pioneer Eclipse OdorNeutral Spray GS,Pioneer Eclipse,Air Freshener (Spray),17.6,17.6,RTU (Ready-to-Use),1500,7.89,None,No,,18,26,CA-QC; US-CT; US-DC; US-DE; US-FED; US-IA; US-IL; US-IN; US-MA; US-MD; US-ME; US-NH; US-NJ; US-NY; US-OH; US-PA; US-RI; US-VA,CA-BC; CA-FED; CA-ON; US-CA; US-CO; US-MI; US-UT; US-WA,,Yes,Low VOC,Conditional,No
1792,PROD-4933569B,Spartan Chemical SaniSpray Pro Max,Spartan Chemical,Disinfectant (Spray),34.6,34.6,RTU (Ready-to-Use),131,20.77,None,No,,26,26,CA-BC; CA-FED; CA-ON; CA-QC; US-CA; US-CO; US-CT; US-DC; US-DE; US-FED; US-IA; US-IL; US-IN; US-MA; US-MD; US-ME; US-MI; US-NH; US-NJ; US-NY; US-OH; US-PA; US-RI; US-UT; US-VA; US-WA,,DIN 02251921,Yes,Low VOC,No,No
1793,PROD-1A9C9E45,Essential Industries MetalCare SS HD,Essential Industries,Stainless Steel Cleaner,4.8,4.8,RTU (Ready-to-Use),146,11.25,Green Seal GS-37; UL GREENGUARD Gold; LEED v4 Compliant,Yes,Diagnostic Imaging Centre; Outpatient Surgery Centre; Dental Clinic,26,26,CA-BC; CA-FED; CA-ON; CA-QC; US-CA; US-CO; US-CT; US-DC; US-DE; US-FED; US-IA; US-IL; US-IN; US-MA; US-MD; US-ME; US-MI; US-NH; US-NJ; US-NY; US-OH; US-PA; US-RI; US-UT; US-VA; US-WA,,,Yes,Ultra-Low VOC,Yes,Yes
1794,PROD-34055396,Dustbane Products GreenForce Degreaser 300,Dustbane Products,General Purpose Degreaser,25.9,25.9,RTU (Ready-to-Use),392,9.46,None,No,,22,26,CA-QC; US-CO; US-CT; US-DC; US-DE; US-FED; US-IA; US-IL; US-IN; US-MA; US-MD; US-ME; US-MI; US-NH; US-NJ; US-NY; US-OH; US-PA; US-RI; US-UT; US-VA; US-WA,CA-BC; CA-FED; CA-ON; US-CA,,Yes,Low VOC,No,No
1795,PROD-28956489,Clorox Professional OdorNeutral Liquid Plus,Clorox Professional,Air Freshener (Liquid/Wick),4.0,4.0,RTU (Ready-to-Use),1365,10.81,UL ECOLOGO; EPA Safer Choice; LEED v4 Compliant,Yes,Emergency Department; Medical Office Building; Dental Clinic; Diagnostic Imaging Centre; Acute Care Hospital; Outpatient Surgery Centre; Psychiatric Facility; Long-Term Care Home,22,26,CA-QC; US-CO; US-CT; US-DC; US-DE; US-FED; US-IA; US-IL; US-IN; US-MA; US-MD; US-ME; US-MI; US-NH; US-NJ; US-NY; US-OH; US-PA; US-RI; US-UT; US-VA; US-WA,CA-BC; CA-FED; CA-ON; US-CA,,Yes,Ultra-Low VOC,Yes,No
1796,PROD-DCC6AE9C,Avmor Ltd. UriClean Daily LV,Avmor Ltd.,Toilet/Urinal Care Product,9.5,9.5,RTU (Ready-to-Use),140,9.88,Green Seal GS-37; UL ECOLOGO; LEED v4 Compliant,Yes,Dental Clinic; Psychiatric Facility; Emergency Department; Community Health Centre; Outpatient Surgery Centre,1,26,US-FED,CA-BC; CA-FED; CA-ON; CA-QC; US-CA; US-CO; US-CT; US-DC; US-DE; US-IA; US-IL; US-IN; US-MA; US-MD; US-ME; US-MI; US-NH; US-NJ; US-NY; US-OH; US-PA; US-RI; US-UT; US-VA; US-WA,,Yes,Low VOC,Yes,Yes
1797,PROD-C06B911C,Procter & Gamble Professional NoRinse FC-200 Elite,Procter & Gamble Professional,Sanitizer (Food Contact),3.7,0.03,1:128,466,17.71,Green Seal GS-37; UL ECOLOGO; UL GREENGUARD Gold; LEED v4 Compliant,Yes,Outpatient Surgery Centre; Medical Office Building; Rehabilitation Centre; Psychiatric Facility; Long-Term Care Home; Emergency Department; Dental Clinic; Acute Care Hospital; Community Health Centre; Diagnostic Imaging Centre,26,26,CA-BC; CA-FED; CA-ON; CA-QC; US-CA; US-CO; US-CT; US-DC; US-DE; US-FED; US-IA; US-IL; US-IN; US-MA; US-MD; US-ME; US-MI; US-NH; US-NJ; US-NY; US-OH; US-PA; US-RI; US-UT; US-VA; US-WA,,DIN 02285387,No,Ultra-Low VOC,Yes,Yes
1798,PROD-BFD3C3FA,GOJO Industries DietarySan Pro Max,GOJO Industries,Sanitizer (Food Contact),1.5,0.01,1:256,289,13.3,Green Seal GS-37; UL GREENGUARD Gold,Yes,Community Health Centre; Emergency Department; Psychiatric Facility; Medical Office Building; Outpatient Surgery Centre; Rehabilitation Centre; Diagnostic Imaging Centre; Long-Term Care Home,26,26,CA-BC; CA-FED; CA-ON; CA-QC; US-CA; US-CO; US-CT; US-DC; US-DE; US-FED; US-IA; US-IL; US-IN; US-MA; US-MD; US-ME; US-MI; US-NH; US-NJ; US-NY; US-OH; US-PA; US-RI; US-UT; US-VA; US-WA,,DIN 02242423,Yes,Ultra-Low VOC,Yes,Yes
1799,PROD-181139CA,Hillyard Inc. MediGuard Spray HD,Hillyard Inc.,Disinfectant (Spray),13.5,13.5,RTU (Ready-to-Use),383,6.9,EPA Safer Choice,No,,26,26,CA-BC; CA-FED; CA-ON; CA-QC; US-CA; US-CO; US-CT; US-DC; US-DE; US-FED; US-IA; US-IL; US-IN; US-MA; US-MD; US-ME; US-MI; US-NH; US-NJ; US-NY; US-OH; US-PA; US-RI; US-UT; US-VA; US-WA,,DIN 02267063,Yes,Low VOC,Conditional,No
1800,PROD-6D6E4A5A,Procter & Gamble Professional SaniTile Daily Select,Procter & Gamble Professional,Bathroom and Tile Cleaner,5.9,0.05,1:128,278,18.28,UL ECOLOGO; EPA Safer Choice,Yes,Community Health Centre; Diagnostic Imaging Centre; Psychiatric Facility; Medical Office Building; Dental Clinic; Acute Care Hospital; Emergency Department; Rehabilitation Centre; Outpatient Surgery Centre; Long-Term Care Home,22,26,CA-QC; US-CO; US-CT; US-DC; US-DE; US-FED; US-IA; US-IL; US-IN; US-MA; US-MD; US-ME; US-MI; US-NH; US-NJ; US-NY; US-OH; US-PA; US-RI; US-UT; US-VA; US-WA,CA-BC; CA-FED; CA-ON; US-CA,,Yes,Low VOC,Yes,No
1801,PROD-D1355D4C,Ecolab Inc. ClearGuard Neutral LV,Ecolab Inc.,General Purpose Cleaner,13.4,0.1,1:128,720,9.01,UL ECOLOGO,No,,0,26,,CA-BC; CA-FED; CA-ON; CA-QC; US-CA; US-CO; US-CT; US-DC; US-DE; US-FED; US-IA; US-IL; US-IN; US-MA; US-MD; US-ME; US-MI; US-NH; US-NJ; US-NY; US-OH; US-PA; US-RI; US-UT; US-VA; US-WA,,Yes,Low VOC,Conditional,No
1802,PROD-1EF73FBB,Procter & Gamble Professional AlloyClean 1000,Procter & Gamble Professional,Metal Polish/Cleanser,32.0,32.0,RTU (Ready-to-Use),82,26.69,None,No,,0,26,,CA-BC; CA-FED; CA-ON; CA-QC; US-CA; US-CO; US-CT; US-DC; US-DE; US-FED; US-IA; US-IL; US-IN; US-MA; US-MD; US-ME; US-MI; US-NH; US-NJ; US-NY; US-OH; US-PA; US-RI; US-UT; US-VA; US-WA,,Yes,Low VOC,No,No
1803,PROD-80B5B385,Avmor Ltd. OdorNeutral Liquid 500,Avmor Ltd.,Air Freshener (Liquid/Wick),4.5,4.5,RTU (Ready-to-Use),1109,3.14,Green Seal GS-37; UL GREENGUARD Gold,Yes,Diagnostic Imaging Centre; Community Health Centre; Rehabilitation Centre; Medical Office Building,17,26,US-CT; US-DC; US-DE; US-FED; US-IA; US-IL; US-IN; US-MA; US-MD; US-ME; US-NH; US-NJ; US-NY; US-OH; US-PA; US-RI; US-VA,CA-BC; CA-FED; CA-ON; CA-QC; US-CA; US-CO; US-MI; US-UT; US-WA,,Yes,Ultra-Low VOC,Yes,Yes
1804,PROD-F1DE1DAF,3M Commercial Solutions OdorNeutral Spray Plus,3M Commercial Solutions,Air Freshener (Spray),17.6,17.6,RTU (Ready-to-Use),670,12.84,EPA Safer Choice,No,,18,26,CA-QC; US-CT; US-DC; US-DE; US-FED; US-IA; US-IL; US-IN; US-MA; US-MD; US-ME; US-NH; US-NJ; US-NY; US-OH; US-PA; US-RI; US-VA,CA-BC; CA-FED; CA-ON; US-CA; US-CO; US-MI; US-UT; US-WA,,No,Low VOC,Conditional,No
1805,PROD-7598A4EE,Clean Control Corporation QuatMax Concentrate Pro,Clean Control Corporation,Disinfectant (Concentrate),2.1,0.01,1:256,266,35.96,Green Seal GS-37; UL ECOLOGO; UL GREENGUARD Gold,Yes,Diagnostic Imaging Centre; Medical Office Building; Dental Clinic; Outpatient Surgery Centre; Long-Term Care Home; Psychiatric Facility; Acute Care Hospital; Rehabilitation Centre; Emergency Department; Community Health Centre,26,26,CA-BC; CA-FED; CA-ON; CA-QC; US-CA; US-CO; US-CT; US-DC; US-DE; US-FED; US-IA; US-IL; US-IN; US-MA; US-MD; US-ME; US-MI; US-NH; US-NJ; US-NY; US-OH; US-PA; US-RI; US-UT; US-VA; US-WA,,DIN 02232979,Yes,Ultra-Low VOC,Yes,Yes
1806,PROD-84AB5DBC,Nyco Products CrystalCap LM Ultra,Nyco Products,Carpet Cleaner (Encapsulation),3.2,0.1,1:32,316,14.99,UL ECOLOGO; UL GREENGUARD Gold,Yes,Acute Care Hospital; Diagnostic Imaging Centre; Rehabilitation Centre; Community Health Centre; Long-Term Care Home; Medical Office Building; Outpatient Surgery Centre; Dental Clinic; Psychiatric Facility,26,26,CA-BC; CA-FED; CA-ON; CA-QC; US-CA; US-CO; US-CT; US-DC; US-DE; US-FED; US-IA; US-IL; US-IN; US-MA; US-MD; US-ME; US-MI; US-NH; US-NJ; US-NY; US-OH; US-PA; US-RI; US-UT; US-VA; US-WA,,,Yes,Ultra-Low VOC,Yes,No
1807,PROD-B4D1B7EE,Enviro-Solutions QuickSpot Remover 100,Enviro-Solutions,Spot Remover,27.8,27.8,RTU (Ready-to-Use),72,24.17,None,No,,0,26,,CA-BC; CA-FED; CA-ON; CA-QC; US-CA; US-CO; US-CT; US-DC; US-DE; US-FED; US-IA; US-IL; US-IN; US-MA; US-MD; US-ME; US-MI; US-NH; US-NJ; US-NY; US-OH; US-PA; US-RI; US-UT; US-VA; US-WA,,Yes,Low VOC,No,No
1808,PROD-9A662E72,Dustbane Products SoftTouch Institutional 300,Dustbane Products,Fabric Softener (Institutional),1.6,0.02,1:100,,6.02,Green Seal GS-37; UL ECOLOGO; UL GREENGUARD Gold; LEED v4 Compliant,Yes,Medical Office Building; Psychiatric Facility; Rehabilitation Centre; Community Health Centre; Dental Clinic; Outpatient Surgery Centre; Long-Term Care Home; Emergency Department; Acute Care Hospital; Diagnostic Imaging Centre,26,26,CA-BC; CA-FED; CA-ON; CA-QC; US-CA; US-CO; US-CT; US-DC; US-DE; US-FED; US-IA; US-IL; US-IN; US-MA; US-MD; US-ME; US-MI; US-NH; US-NJ; US-NY; US-OH; US-PA; US-RI; US-UT; US-VA; US-WA,,,Yes,Ultra-Low VOC,Yes,Yes
1809,PROD-EC469384,National Chemical Laboratories BioSurface Clean 100,National Chemical Laboratories,General Purpose Cleaner,5.8,0.02,1:256,585,7.88,UL ECOLOGO; LEED v4 Compliant,Yes,Long-Term Care Home; Acute Care Hospital; Community Health Centre; Dental Clinic; Rehabilitation Centre; Psychiatric Facility; Outpatient Surgery Centre; Emergency Department; Diagnostic Imaging Centre; Medical Office Building,17,26,US-CT; US-DC; US-DE; US-FED; US-IA; US-IL; US-IN; US-MA; US-MD; US-ME; US-NH; US-NJ; US-NY; US-OH; US-PA; US-RI; US-VA,CA-BC; CA-FED; CA-ON; CA-QC; US-CA; US-CO; US-MI; US-UT; US-WA,,Yes,Low VOC,Yes,No
1810,PROD-C2FA78B6,Zep Inc. GritClean Pro HD,Zep Inc.,Heavy-Duty Hand Cleaner,2.6,2.6,RTU (Ready-to-Use),,12.62,Green Seal GS-37; EPA Safer Choice; UL GREENGUARD Gold,Yes,Emergency Department; Long-Term Care Home; Medical Office Building; Rehabilitation Centre; Community Health Centre; Psychiatric Facility; Acute Care Hospital; Diagnostic Imaging Centre; Outpatient Surgery Centre,26,26,CA-BC; CA-FED; CA-ON; CA-QC; US-CA; US-CO; US-CT; US-DC; US-DE; US-FED; US-IA; US-IL; US-IN; US-MA; US-MD; US-ME; US-MI; US-NH; US-NJ; US-NY; US-OH; US-PA; US-RI; US-UT; US-VA; US-WA,,,Yes,Ultra-Low VOC,Yes,Yes
1811,PROD-03DA8F31,Procter & Gamble Professional StripMaster Zero-VOC 300,Procter & Gamble Professional,Floor Wax Stripper,0.9,0.05,1:16,263,14.78,UL ECOLOGO; UL GREENGUARD Gold,Yes,Long-Term Care Home; Medical Office Building; Rehabilitation Centre,0,26,,CA-BC; CA-FED; CA-ON; CA-QC; US-CA; US-CO; US-CT; US-DC; US-DE; US-FED; US-IA; US-IL; US-IN; US-MA; US-MD; US-ME; US-MI; US-NH; US-NJ; US-NY; US-OH; US-PA; US-RI; US-UT; US-VA; US-WA,,Yes,Ultra-Low VOC,Yes,No
1812,PROD-1AB522F1,Carroll Company TileMaster Pro GS,Carroll Company,Bathroom and Tile Cleaner,5.8,0.04,1:128,174,17.94,EPA Safer Choice; LEED v4 Compliant,Yes,Rehabilitation Centre; Acute Care Hospital; Long-Term Care Home; Outpatient Surgery Centre; Dental Clinic; Community Health Centre; Emergency Department,22,26,CA-QC; US-CO; US-CT; US-DC; US-DE; US-FED; US-IA; US-IL; US-IN; US-MA; US-MD; US-ME; US-MI; US-NH; US-NJ; US-NY; US-OH; US-PA; US-RI; US-UT; US-VA; US-WA,CA-BC; CA-FED; CA-ON; US-CA,,Yes,Low VOC,Yes,No
1813,PROD-BE2A6BA3,Betco Corporation OmniClean Daily Elite,Betco Corporation,General Purpose Cleaner,3.7,0.06,1:64,230,17.21,UL ECOLOGO,Yes,Dental Clinic; Community Health Centre; Medical Office Building; Outpatient Surgery Centre; Diagnostic Imaging Centre; Psychiatric Facility; Emergency Department; Long-Term Care Home,26,26,CA-BC; CA-FED; CA-ON; CA-QC; US-CA; US-CO; US-CT; US-DC; US-DE; US-FED; US-IA; US-IL; US-IN; US-MA; US-MD; US-ME; US-MI; US-NH; US-NJ; US-NY; US-OH; US-PA; US-RI; US-UT; US-VA; US-WA,,,Yes,Ultra-Low VOC,Yes,No
1814,PROD-C0839937,Ecolab Inc. C-Diff Shield RTU Max,Ecolab Inc.,Disinfectant (Spray),39.7,39.7,RTU (Ready-to-Use),110,11.19,EPA Safer Choice,No,,18,26,CA-QC; US-CT; US-DC; US-DE; US-FED; US-IA; US-IL; US-IN; US-MA; US-MD; US-ME; US-NH; US-NJ; US-NY; US-OH; US-PA; US-RI; US-VA,CA-BC; CA-FED; CA-ON; US-CA; US-CO; US-MI; US-UT; US-WA,DIN 02230357,Yes,Low VOC,No,No
1815,PROD-87C0F038,SC Johnson Professional BathPro Tile & Surface Select,SC Johnson Professional,Bathroom and Tile Cleaner,1.4,1.4,RTU (Ready-to-Use),287,18.82,Green Seal GS-37; UL ECOLOGO; EPA Safer Choice; UL GREENGUARD Gold,Yes,Diagnostic Imaging Centre; Medical Office Building; Long-Term Care Home; Dental Clinic; Emergency Department; Acute Care Hospital; Psychiatric Facility,26,26,CA-BC; CA-FED; CA-ON; CA-QC; US-CA; US-CO; US-CT; US-DC; US-DE; US-FED; US-IA; US-IL; US-IN; US-MA; US-MD; US-ME; US-MI; US-NH; US-NJ; US-NY; US-OH; US-PA; US-RI; US-UT; US-VA; US-WA,,,Yes,Ultra-Low VOC,Yes,Yes
1816,PROD-835A6411,Swish Maintenance ToughCut Pro 200,Swish Maintenance,General Purpose Degreaser,29.8,29.8,RTU (Ready-to-Use),316,12.88,None,No,,22,26,CA-QC; US-CO; US-CT; US-DC; US-DE; US-FED; US-IA; US-IL; US-IN; US-MA; US-MD; US-ME; US-MI; US-NH; US-NJ; US-NY; US-OH; US-PA; US-RI; US-UT; US-VA; US-WA,CA-BC; CA-FED; CA-ON; US-CA,,No,Low VOC,No,No
1817,PROD-4EA905C9,Hillyard Inc. PathShield Concentrate GS,Hillyard Inc.,Disinfectant (Concentrate),18.2,0.28,1:64,700,30.71,None,No,,0,26,,CA-BC; CA-FED; CA-ON; CA-QC; US-CA; US-CO; US-CT; US-DC; US-DE; US-FED; US-IA; US-IL; US-IN; US-MA; US-MD; US-ME; US-MI; US-NH; US-NJ; US-NY; US-OH; US-PA; US-RI; US-UT; US-VA; US-WA,DIN 02265628,Yes,Low VOC,Conditional,No
1818,PROD-C7C15732,Pioneer Eclipse GrillMaster Clean LV,Pioneer Eclipse,Oven/Grill Cleaner,6.5,6.5,RTU (Ready-to-Use),62,17.72,UL ECOLOGO; LEED v4 Compliant,Yes,Emergency Department; Acute Care Hospital; Rehabilitation Centre; Community Health Centre; Long-Term Care Home; Dental Clinic; Diagnostic Imaging Centre; Medical Office Building; Psychiatric Facility; Outpatient Surgery Centre,1,26,US-FED,CA-BC; CA-FED; CA-ON; CA-QC; US-CA; US-CO; US-CT; US-DC; US-DE; US-IA; US-IL; US-IN; US-MA; US-MD; US-ME; US-MI; US-NH; US-NJ; US-NY; US-OH; US-PA; US-RI; US-UT; US-VA; US-WA,,Yes,Low VOC,Yes,No
1819,PROD-66853E8D,Ecolab Inc. EncapDry Carpet 100,Ecolab Inc.,Carpet Cleaner (Encapsulation),6.1,0.18,1:32,267,12.25,Green Seal GS-37; LEED v4 Compliant,Yes,Long-Term Care Home; Medical Office Building; Rehabilitation Centre; Community Health Centre; Emergency Department; Dental Clinic; Outpatient Surgery Centre,17,26,US-CT; US-DC; US-DE; US-FED; US-IA; US-IL; US-IN; US-MA; US-MD; US-ME; US-NH; US-NJ; US-NY; US-OH; US-PA; US-RI; US-VA,CA-BC; CA-FED; CA-ON; CA-QC; US-CA; US-CO; US-MI; US-UT; US-WA,,Yes,Low VOC,Yes,Yes
1820,PROD-D265E290,3M Commercial Solutions DustLock Zero EC,3M Commercial Solutions,Dust Suppressant,0.9,0.05,1:16,328,5.3,Green Seal GS-37; UL ECOLOGO; EPA Safer Choice; LEED v4 Compliant,Yes,Acute Care Hospital; Psychiatric Facility; Outpatient Surgery Centre; Dental Clinic; Community Health Centre; Emergency Department; Long-Term Care Home,0,26,,CA-BC; CA-FED; CA-ON; CA-QC; US-CA; US-CO; US-CT; US-DC; US-DE; US-FED; US-IA; US-IL; US-IN; US-MA; US-MD; US-ME; US-MI; US-NH; US-NJ; US-NY; US-OH; US-PA; US-RI; US-UT; US-VA; US-WA,,Yes,Ultra-Low VOC,Yes,Yes
1821,PROD-03A062D1,Diversey Holdings StainBreak Carpet HD,Diversey Holdings,Spot Remover,12.1,12.1,RTU (Ready-to-Use),107,11.4,UL ECOLOGO,No,,17,26,US-CT; US-DC; US-DE; US-FED; US-IA; US-IL; US-IN; US-MA; US-MD; US-ME; US-NH; US-NJ; US-NY; US-OH; US-PA; US-RI; US-VA,CA-BC; CA-FED; CA-ON; CA-QC; US-CA; US-CO; US-MI; US-UT; US-WA,,Yes,Low VOC,Conditional,No
1822,PROD-EF6B5AF8,Spartan Chemical FreshZone Wick Max,Spartan Chemical,Air Freshener (Liquid/Wick),6.2,6.2,RTU (Ready-to-Use),539,11.12,Green Seal GS-37; UL ECOLOGO; LEED v4 Compliant,Yes,Acute Care Hospital; Psychiatric Facility; Long-Term Care Home; Community Health Centre; Diagnostic Imaging Centre; Outpatient Surgery Centre; Medical Office Building,0,26,,CA-BC; CA-FED; CA-ON; CA-QC; US-CA; US-CO; US-CT; US-DC; US-DE; US-FED; US-IA; US-IL; US-IN; US-MA; US-MD; US-ME; US-MI; US-NH; US-NJ; US-NY; US-OH; US-PA; US-RI; US-UT; US-VA; US-WA,,Yes,Low VOC,Yes,Yes
